id,month_year,state_board_id,port_board_id,commodities_group_wise_id,ov_ul_if,ov_ul_ff,ov_l_if,ov_l_ff,ov_total,co_ul_if,co_ul_ff,co_l_if,co_l_ff,co_total,grand_total,status,approved_on,created_on,modified_on,created_by_user_id,updated_by_user_id,data_updated_no_of_times,last_data_updated_on,last_data_updated_by_user_id
70,2017-04-01 00:00:00,3,27,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
71,2017-04-01 00:00:00,3,27,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
72,2017-04-01 00:00:00,3,27,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:15,2017-05-23 14:04:08,,68,,0,,
73,2017-03-01 00:00:00,3,27,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
74,2017-03-01 00:00:00,3,27,2,0.000,3000.000,0.000,0.000,3000.000,0.000,0.000,0.000,0.000,0.000,3000.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
75,2017-03-01 00:00:00,3,27,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
76,2017-03-01 00:00:00,3,27,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
77,2017-03-01 00:00:00,3,27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
78,2017-03-01 00:00:00,3,27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
79,2017-03-01 00:00:00,3,27,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
80,2017-03-01 00:00:00,3,27,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
81,2017-03-01 00:00:00,3,27,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
82,2017-03-01 00:00:00,3,27,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
83,2017-03-01 00:00:00,3,27,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
84,2017-03-01 00:00:00,3,27,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:39,2017-05-23 14:21:57,,68,,0,,
85,2017-02-01 00:00:00,3,27,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
86,2017-02-01 00:00:00,3,27,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
87,2017-02-01 00:00:00,3,27,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
88,2017-02-01 00:00:00,3,27,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
89,2017-02-01 00:00:00,3,27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
90,2017-02-01 00:00:00,3,27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
91,2017-02-01 00:00:00,3,27,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
92,2017-02-01 00:00:00,3,27,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
93,2017-02-01 00:00:00,3,27,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
94,2017-02-01 00:00:00,3,27,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
95,2017-02-01 00:00:00,3,27,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
96,2017-02-01 00:00:00,3,27,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:43:53,2017-05-23 15:01:47,,68,,0,,
97,2017-01-01 00:00:00,3,27,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
98,2017-01-01 00:00:00,3,27,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
99,2017-01-01 00:00:00,3,27,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
100,2017-01-01 00:00:00,3,27,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
101,2017-01-01 00:00:00,3,27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
102,2017-01-01 00:00:00,3,27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
103,2017-01-01 00:00:00,3,27,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
104,2017-01-01 00:00:00,3,27,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
105,2017-01-01 00:00:00,3,27,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
